Player Name,Pace,Acceleration,Sprint Speed,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,Free Kick,Short Pass,Long Pass,Pass Curve,Defending,Interceptions,Heading,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Diving,Reflexes,Handling,Speed,Kicking,Positoning,prediction
Yojiro Takahagi,44,43,45,68,68,68,65,69,67,62,72,62,56,63,64,60,67,73,55,66,71,69,63,55,65,38,48,63,52,64,59,65,66,61,0,0,0,0,0,0,2
James Tarkowski,59,55,63,67,58,57,75,70,78,43,43,36,63,38,40,52,67,66,59,57,73,72,54,80,79,80,79,82,80,77,82,68,80,79,0,0,0,0,0,0,2
Johannes Flum,45,42,48,64,51,49,69,69,76,63,59,55,77,69,59,57,69,73,66,47,72,70,58,68,73,65,65,69,62,71,53,63,77,68,0,0,0,0,0,0,2
Fernando Manr�quez,60,53,66,66,60,81,68,76,69,58,61,43,76,75,41,75,74,77,68,78,75,72,71,62,69,57,54,69,59,67,45,84,61,67,0,0,0,0,0,0,2
Didier Lamkel Ze,83,81,85,67,69,48,48,68,53,62,65,68,58,54,62,59,57,38,58,68,64,59,64,39,38,69,28,43,28,68,67,72,60,84,0,0,0,0,0,0,0
Martin Payares,59,63,55,33,45,61,48,27,43,24,23,19,40,20,21,33,30,33,29,22,31,29,26,63,60,51,68,65,62,65,67,55,78,46,0,0,0,0,0,0,3
K�vin N'Doram,59,60,59,62,55,59,68,69,65,30,50,22,47,23,35,40,60,58,50,29,71,67,50,71,67,70,69,76,70,72,76,68,75,69,0,0,0,0,0,0,3
Danny Rose,77,77,77,78,69,76,83,76,75,63,69,57,69,68,65,57,74,74,82,57,77,66,64,80,82,62,76,84,85,77,75,75,72,88,0,0,0,0,0,0,2
Ivo Daniel F. Mendon�a Pinto,83,81,84,67,75,63,70,65,64,47,62,38,61,49,44,44,63,59,68,55,66,61,59,68,67,57,68,71,70,71,67,76,70,69,0,0,0,0,0,0,2
Steve Cook,54,55,53,60,55,65,74,67,70,33,21,31,48,23,33,35,54,45,41,30,70,61,31,77,76,79,77,78,77,74,71,64,78,78,0,0,0,0,0,0,3
Adam Taggart,69,71,68,70,80,66,68,72,71,69,72,72,69,68,60,60,60,63,58,38,64,57,65,36,45,50,30,32,31,62,59,64,65,55,0,0,0,0,0,0,0
Osama Ashoor,70,68,72,51,64,76,53,42,44,27,48,26,24,23,29,33,45,37,54,34,48,46,35,57,58,43,60,58,59,69,61,81,70,53,0,0,0,0,0,0,3
Ludovic Butelle,0,35,37,0,37,28,66,23,59,0,15,11,24,12,12,22,0,44,11,15,31,23,10,0,18,13,11,11,11,0,63,28,69,35,78,74,74,35,65,76,1
Pengxiang Jin,63,65,62,53,80,65,51,50,60,35,46,32,36,34,38,40,49,43,53,35,54,49,42,59,59,57,58,61,60,68,67,69,73,53,0,0,0,0,0,0,3
Julian Jeanvier,69,68,70,55,68,68,76,60,65,35,45,30,46,31,30,42,49,37,39,39,65,46,44,71,68,73,70,73,68,77,78,72,81,72,0,0,0,0,0,0,3
Ben Warland,54,48,59,47,57,64,52,53,56,24,28,22,32,17,28,32,32,29,36,26,39,22,24,61,59,55,67,59,58,67,70,65,77,44,0,0,0,0,0,0,3
Ian Smith,76,75,76,52,67,74,55,47,34,30,43,28,32,29,24,40,49,40,50,35,58,49,35,49,51,35,49,51,54,53,68,67,47,48,0,0,0,0,0,0,3
Mehdi Bourabia,65,64,66,68,68,60,70,69,68,61,60,53,72,71,57,54,68,63,58,72,77,72,53,63,58,58,63,67,62,64,52,69,66,54,0,0,0,0,0,0,2
Evan Louro,0,34,36,0,44,33,46,17,44,0,13,15,15,16,16,15,0,46,12,15,20,21,14,0,21,13,20,12,10,0,53,36,78,16,59,59,56,34,62,60,1
Indy Groothuizen,0,28,20,0,23,28,68,22,51,0,9,11,34,8,14,14,0,45,16,15,30,26,12,0,18,20,9,11,13,0,57,25,61,17,65,67,63,28,66,66,1
Jeong Su Park,67,70,65,54,62,35,59,58,42,23,44,21,23,20,20,39,48,34,31,31,66,58,28,58,63,51,60,58,45,72,64,62,79,67,0,0,0,0,0,0,3
Rarmani Edmonds-Green,57,61,54,39,39,65,51,43,50,24,24,18,40,19,23,33,32,27,28,28,38,30,26,56,59,49,59,54,52,57,68,51,61,53,0,0,0,0,0,0,3
Alexis Vega,76,75,76,69,71,73,63,68,64,65,60,68,66,58,60,66,54,52,59,35,57,51,44,31,16,58,49,19,18,68,65,75,72,52,0,0,0,0,0,0,0
Sean Kavanagh,70,69,71,65,77,70,61,63,56,55,57,58,56,53,33,52,57,48,61,55,60,62,42,58,52,54,59,60,60,60,76,68,55,60,0,0,0,0,0,0,2
Ivan Lucic,0,38,41,0,33,42,63,25,34,0,5,8,22,14,18,24,0,35,13,22,30,25,15,0,18,14,11,13,19,0,51,21,78,19,63,61,56,38,60,63,1
Pasquale Schiattarella,81,78,84,73,75,70,71,76,69,64,68,60,71,68,61,57,71,73,63,58,76,71,65,61,58,60,65,61,60,72,63,79,69,75,0,0,0,0,0,0,2
Alberto Cerri,62,54,69,69,60,66,60,74,68,72,70,74,75,68,68,64,54,57,40,34,65,45,64,39,13,75,51,34,30,76,73,68,94,42,0,0,0,0,0,0,0
Fabio Aguiar da Silva,60,59,61,34,39,48,66,35,57,23,24,17,33,22,29,34,35,33,25,28,45,33,27,64,65,70,62,64,62,78,79,74,83,70,0,0,0,0,0,0,3
Igor Vetokele,89,91,88,70,88,72,64,69,67,67,65,70,66,61,61,67,58,60,58,39,60,56,59,36,23,67,49,27,20,65,89,65,66,54,0,0,0,0,0,0,0
Kevin R�egg,76,75,76,63,64,76,64,65,62,40,58,41,38,35,42,30,60,58,57,36,64,64,54,65,61,57,64,70,67,75,55,79,80,63,0,0,0,0,0,0,3
Ronaldo Aparecido Rodrigues,64,60,67,63,46,36,86,69,85,70,53,57,93,83,60,60,65,59,45,77,77,71,52,88,83,95,86,91,85,75,45,61,84,73,0,0,0,0,0,0,2
Alexander Kolev,74,77,71,67,73,69,64,64,64,65,66,65,69,63,61,54,52,52,43,50,59,45,63,42,43,67,41,36,32,77,64,78,80,70,0,0,0,0,0,0,0
Jos� Luis Garcia del Pozo,47,55,40,72,66,62,75,75,69,66,75,58,81,72,55,61,73,74,64,67,77,73,76,72,76,59,73,75,62,73,49,76,68,87,0,0,0,0,0,0,2
Conor Thomas,70,69,71,59,74,73,62,60,66,47,46,42,56,51,36,47,59,62,56,48,62,63,38,58,59,59,54,58,62,70,60,74,73,61,0,0,0,0,0,0,2
Daouda Karamoko Bamba,85,87,83,67,83,69,61,63,60,65,66,66,70,59,57,61,52,52,52,33,58,42,54,24,18,61,26,16,18,68,76,72,68,60,0,0,0,0,0,0,0
Sebastien Ibeagha,73,73,73,46,38,48,64,44,55,26,20,22,39,22,20,30,43,32,24,28,64,45,29,64,55,63,68,65,66,69,67,60,77,61,0,0,0,0,0,0,3
Sergio Henrique Santos Gomes,92,91,92,68,83,64,52,72,57,61,66,59,69,54,60,61,55,59,60,35,59,45,37,25,18,57,28,20,14,68,56,73,77,44,0,0,0,0,0,0,0
Leigh Griffiths,82,82,82,73,79,76,70,70,71,75,75,75,81,75,67,68,69,69,65,85,69,62,82,33,22,71,51,16,14,70,90,75,68,63,0,0,0,0,0,0,0
Davide Marsura,85,83,87,69,84,71,61,65,65,64,66,66,64,61,55,60,57,51,60,55,61,53,59,32,32,58,34,26,20,66,63,68,74,45,0,0,0,0,0,0,0
Danny Andrew,70,72,69,60,64,59,64,60,58,47,65,30,66,64,40,38,64,60,68,64,63,66,62,61,59,58,61,62,63,64,51,72,66,50,0,0,0,0,0,0,2
Filip �ordevic,66,64,67,69,65,64,71,72,74,73,75,74,80,62,74,70,59,62,48,55,66,55,59,49,48,80,58,36,32,72,76,63,76,74,0,0,0,0,0,0,0
Gelson Tavares Fernandes,65,66,65,66,66,67,72,67,71,56,61,51,67,55,55,50,67,68,62,55,72,69,57,73,79,63,73,74,69,81,70,90,75,87,0,0,0,0,0,0,2
Joe Allen,69,71,68,77,82,91,83,74,83,65,70,68,67,60,54,60,74,72,73,54,79,73,66,73,77,52,77,75,71,73,81,91,60,81,0,0,0,0,0,0,2
Emiliano Purita,75,77,73,62,62,68,61,65,53,52,56,50,56,52,42,50,60,58,70,51,61,50,55,64,67,49,65,65,63,71,68,77,73,58,0,0,0,0,0,0,2
Daniel Sj�lund,35,35,35,64,60,68,76,66,73,58,61,54,64,62,59,59,68,71,61,64,70,69,66,56,77,39,55,49,54,73,68,71,70,86,0,0,0,0,0,0,2
Branislav Pindroch,0,28,33,0,32,51,52,25,42,0,10,10,23,11,10,15,0,56,11,17,25,28,12,0,24,13,28,10,10,0,59,24,51,40,65,61,59,28,60,60,1
Yasuyuki Konno,36,34,38,53,58,62,56,57,76,50,44,53,46,59,39,29,64,67,57,31,75,69,30,67,66,70,65,67,67,66,67,51,71,70,0,0,0,0,0,0,3
Victorien Angban,61,56,65,71,71,69,67,75,73,51,51,46,63,55,37,39,67,68,59,45,73,71,60,59,66,41,51,68,63,74,65,75,72,80,0,0,0,0,0,0,2
Marcello Trotta,66,67,66,68,63,59,72,72,74,73,75,75,76,65,68,78,58,62,64,69,58,43,49,43,36,75,50,32,37,68,74,63,74,57,0,0,0,0,0,0,0
Marc Endres,51,46,55,40,43,52,64,39,61,27,49,22,41,18,18,31,48,47,29,22,64,54,21,65,63,67,65,67,63,72,65,60,80,67,0,0,0,0,0,0,3
K�vin Appin,72,74,71,67,67,76,54,67,62,58,62,60,63,48,55,60,53,50,59,44,57,46,51,28,25,50,22,26,32,44,48,67,39,28,0,0,0,0,0,0,0
Lautaro Giannetti,62,66,58,47,58,57,61,42,50,37,26,32,52,33,32,50,38,23,35,59,44,42,37,72,63,70,72,75,79,72,87,62,76,70,0,0,0,0,0,0,3
Kye Rowles,64,63,64,35,46,52,45,38,41,24,27,16,34,27,31,33,33,29,26,22,43,32,24,54,52,49,53,58,55,58,72,50,61,58,0,0,0,0,0,0,3
Alexander Ludwig,61,61,61,58,60,64,64,60,59,37,60,35,39,34,32,37,55,30,57,62,64,62,61,64,61,68,66,64,62,72,72,74,75,64,0,0,0,0,0,0,3
V�gner Silva de Souza,74,76,73,76,77,82,70,75,74,77,83,77,80,72,70,85,61,72,51,38,70,45,68,38,40,78,31,33,25,75,77,73,76,72,0,0,0,0,0,0,0
Byron Moore,78,82,75,63,83,81,53,57,49,53,63,53,57,47,49,52,53,56,57,33,56,43,50,32,37,41,29,31,23,54,71,72,51,34,0,0,0,0,0,0,0
Laureano Sanabria Ruiz,70,71,69,68,73,89,74,71,62,46,44,44,68,26,54,48,63,56,71,39,67,63,61,68,78,55,60,71,75,63,67,70,58,68,0,0,0,0,0,0,2
Pedro S�nchez,68,69,68,54,66,55,50,55,48,52,60,58,42,50,41,57,48,59,33,38,53,48,47,18,16,52,15,12,10,43,61,56,39,30,0,0,0,0,0,0,0
Oscar Boniek Garc�a,71,71,71,70,74,75,69,71,72,62,70,61,67,57,61,71,65,68,63,55,69,61,64,58,61,58,55,61,53,67,59,68,66,71,0,0,0,0,0,0,2
Taison Barcellos Freda,93,94,91,86,91,83,79,86,74,80,74,76,84,84,83,72,76,80,73,73,78,76,52,48,50,57,38,54,40,66,62,80,62,56,0,0,0,0,0,0,2
Kekuta Manneh,94,96,93,72,85,77,64,66,68,67,64,63,78,70,57,61,61,61,58,66,66,53,63,37,32,46,31,46,29,58,69,65,57,50,0,0,0,0,0,0,0
Lewis Wing,67,69,66,65,69,74,63,66,63,57,58,52,70,60,44,45,63,67,59,50,67,63,53,48,50,45,45,50,48,65,67,68,65,60,0,0,0,0,0,0,2
Jes�s Joaqu�n Fern�ndez S�ez,80,83,77,86,86,84,78,89,76,75,76,70,78,86,72,72,82,82,83,80,85,75,84,33,20,50,50,23,18,54,50,77,56,23,0,0,0,0,0,0,0
Lucas Rodr�guez,81,83,80,81,88,85,63,80,67,59,69,62,60,52,50,61,64,68,56,62,69,65,50,52,50,40,69,42,50,57,48,87,45,50,0,0,0,0,0,0,2
Hiroki Kawano,64,67,62,68,82,84,65,70,60,61,70,62,58,61,55,54,61,67,58,49,63,62,52,56,66,55,43,62,60,60,82,65,55,59,0,0,0,0,0,0,2
Muhammet Demir,76,74,78,75,79,78,71,75,65,73,72,71,77,72,74,75,68,67,65,72,69,66,83,37,32,67,39,35,17,64,74,67,64,59,0,0,0,0,0,0,0
Fangzhi Yang,65,66,65,52,53,70,33,53,47,54,50,55,65,45,45,52,42,49,44,31,39,38,40,25,23,35,26,23,25,58,40,53,74,27,0,0,0,0,0,0,0
Qibin Sun,0,30,30,0,22,24,48,13,30,0,6,7,23,8,6,12,0,37,14,12,20,23,10,0,12,12,26,11,10,0,31,24,62,17,53,52,45,30,48,48,1
Abdou Diallo,74,68,78,73,75,67,78,74,81,38,57,39,43,24,38,42,69,69,66,32,75,79,46,79,77,82,74,81,79,78,84,76,79,76,0,0,0,0,0,0,2
Kane Wilson,76,77,75,60,73,71,53,57,42,30,45,27,35,26,28,41,51,50,57,35,53,45,50,58,57,51,58,60,59,66,68,76,63,58,0,0,0,0,0,0,3
Andr�s Ch�vez,77,75,79,72,73,66,73,70,78,74,73,73,81,71,76,68,67,68,66,66,68,62,68,35,48,63,25,30,28,82,84,82,83,80,0,0,0,0,0,0,0
Abdoul Ba,49,45,53,43,34,30,56,52,62,33,28,30,41,28,32,47,42,31,35,30,59,34,27,66,62,71,64,70,63,75,32,65,90,62,0,0,0,0,0,0,3
Nick Anderton,64,65,63,46,58,56,54,42,51,31,23,29,37,28,30,36,45,40,46,25,54,44,24,57,56,59,56,59,56,66,76,68,69,55,0,0,0,0,0,0,3
Robert Andrich,65,64,66,65,56,57,64,69,64,57,60,50,75,61,38,56,69,65,66,74,73,68,69,60,61,59,59,61,57,73,65,76,77,61,0,0,0,0,0,0,2
Thomas Byrne,75,75,75,57,73,67,44,55,49,54,52,56,55,51,50,53,54,53,58,52,55,48,55,21,20,51,16,18,16,50,59,72,34,61,0,0,0,0,0,0,0
Lasse Sch�ne,56,59,52,77,68,79,67,81,70,75,66,67,84,82,85,78,82,82,82,87,83,77,86,62,78,60,68,50,48,63,80,66,57,66,0,0,0,0,0,0,2
Rodrigo God�nez,66,71,62,58,52,48,60,60,53,41,28,34,57,44,40,48,53,40,57,39,59,58,41,65,64,66,66,66,64,66,72,62,71,56,0,0,0,0,0,0,3
Kasper Risg�rd,58,52,62,63,61,69,67,65,66,64,67,63,69,65,45,62,64,65,56,64,68,65,65,54,46,61,55,56,54,68,66,61,72,67,0,0,0,0,0,0,2
Cedric Teuchert,80,77,83,71,76,72,65,68,61,65,65,68,64,59,58,63,54,49,57,37,61,44,56,29,30,60,24,27,20,65,66,74,66,50,0,0,0,0,0,0,0
Xavier Kouassi,71,73,69,68,83,85,69,67,62,51,65,45,63,53,37,57,61,63,48,54,68,65,45,66,70,51,68,67,62,74,81,84,66,80,0,0,0,0,0,0,2
Bart?omiej Babiarz,76,78,74,63,81,90,63,59,67,53,54,50,56,57,59,51,61,59,61,55,65,59,59,62,61,54,63,65,63,56,76,67,41,75,0,0,0,0,0,0,2
Issa Diop,60,63,58,50,45,48,68,60,72,31,35,29,39,21,48,44,50,40,37,34,64,59,32,76,75,73,74,78,78,79,73,69,86,77,0,0,0,0,0,0,3
Massimo Gobbi,56,47,63,68,60,65,69,69,79,57,60,44,75,70,55,55,68,52,79,45,71,71,76,73,75,68,65,78,79,66,67,57,69,71,0,0,0,0,0,0,2
Federico San Emeterio D�az,70,68,71,63,67,80,64,65,70,52,52,47,63,51,56,59,62,58,55,56,69,66,57,67,70,63,65,68,70,77,69,90,70,79,0,0,0,0,0,0,2
Fedor Chalov,74,78,71,69,75,69,71,72,70,67,73,71,65,63,56,64,50,68,39,38,54,36,49,31,34,64,23,28,25,60,62,72,67,28,0,0,0,0,0,0,0
Jes�s Corona,84,88,79,89,91,87,82,84,85,73,81,77,66,66,76,68,75,78,73,67,77,68,86,47,45,68,53,40,31,52,73,75,39,45,0,0,0,0,0,0,0
C. Ronaldo dos Santos Aveiro,90,89,91,90,87,70,96,94,95,93,95,94,95,93,87,85,81,82,84,76,81,77,81,35,29,89,28,31,23,79,95,88,79,63,0,0,0,0,0,0,0
Jay Foulston,59,59,59,35,40,49,47,35,39,21,25,19,30,14,17,26,32,30,26,23,39,34,20,48,49,49,47,48,46,61,68,67,62,49,0,0,0,0,0,0,3
Bartosz Slisz,67,70,65,49,57,69,50,51,42,38,49,30,50,39,39,47,52,50,42,36,59,58,42,43,37,51,38,48,50,56,62,61,53,55,0,0,0,0,0,0,3
Maxime Awoudja,67,66,68,41,53,48,52,43,51,34,30,31,46,27,38,42,46,47,29,32,57,53,28,59,57,72,53,61,63,66,75,63,72,53,0,0,0,0,0,0,3
David Boo Wiklander,56,53,58,49,65,57,71,52,55,32,30,24,47,33,29,38,48,41,43,39,56,48,44,62,66,51,60,65,63,72,82,53,78,76,0,0,0,0,0,0,3
Tom Trybull,55,60,51,65,69,70,62,67,68,48,52,35,61,61,56,55,65,65,57,54,71,68,56,70,76,58,72,70,64,77,74,80,74,83,0,0,0,0,0,0,2
Guillaume Hoarau,47,42,50,69,69,31,79,73,78,79,83,83,77,69,75,79,70,70,66,54,76,62,66,45,34,84,32,54,35,78,62,67,90,63,0,0,0,0,0,0,0
Stefan Scougall,75,76,75,71,72,85,56,69,68,59,66,63,63,51,55,44,64,67,63,41,68,66,46,48,59,42,55,39,37,66,68,78,58,68,0,0,0,0,0,0,2
Zhen Wei,56,53,59,38,38,49,49,40,48,30,24,31,38,20,30,39,40,32,40,35,46,41,29,56,53,51,56,58,56,61,62,50,71,48,0,0,0,0,0,0,3
Abdelkader Oueslati Kaab,68,67,68,69,71,63,69,74,63,60,64,61,62,56,53,63,68,64,69,61,72,65,67,54,67,50,37,61,63,69,64,73,70,62,0,0,0,0,0,0,2
Simon Eastwood,0,48,52,0,62,44,67,19,46,0,16,13,24,13,15,23,0,31,15,19,23,29,18,0,27,15,24,16,13,0,64,40,68,41,64,70,60,48,62,66,1
Brayan V�jar,86,81,90,69,80,72,68,66,55,55,68,50,61,60,50,47,63,58,68,58,66,60,59,67,61,53,71,70,72,67,52,76,68,59,0,0,0,0,0,0,2
Max Sheaf,65,63,66,50,63,72,52,49,45,38,48,30,50,39,33,43,52,50,47,48,57,52,45,47,41,47,54,43,49,57,64,59,58,52,0,0,0,0,0,0,3
Yugo Tatsuta,63,60,65,63,68,42,43,68,47,35,24,34,37,36,38,42,55,33,59,29,68,64,35,57,48,46,59,65,59,71,69,68,73,68,0,0,0,0,0,0,3
Bj�rn Inge Utvik,50,53,47,50,53,55,59,54,68,37,36,33,43,37,34,43,46,38,46,36,51,48,39,61,57,60,61,63,60,68,70,71,68,62,0,0,0,0,0,0,3
Stefano Sensi,61,68,55,74,66,87,68,78,74,57,63,48,61,68,49,73,75,79,65,75,77,76,73,64,67,30,63,72,72,66,51,69,64,69,0,0,0,0,0,0,2
Yihao Zhong,63,61,65,50,55,67,33,45,42,52,46,55,64,36,42,48,42,40,48,35,44,32,43,28,23,35,35,22,26,55,47,41,71,34,0,0,0,0,0,0,0
Sullay Kaikai,76,78,74,72,81,74,56,71,56,63,57,62,65,64,59,68,62,63,64,70,62,56,62,27,32,32,28,23,22,50,56,54,54,32,0,0,0,0,0,0,0
Jan Lecjaks,70,69,71,65,73,53,61,67,61,54,70,47,69,56,42,45,69,66,74,64,68,72,73,67,64,57,70,69,67,68,65,80,62,69,0,0,0,0,0,0,2
Eric Dier,66,62,69,66,52,38,79,71,78,64,53,52,83,73,51,71,73,67,67,75,78,79,54,83,81,83,83,81,84,87,77,78,90,92,0,0,0,0,0,0,2
Fernando Monetti,0,56,57,0,48,59,66,36,31,0,15,19,24,15,19,24,0,55,19,13,48,42,23,0,18,23,29,14,24,0,62,32,64,29,76,74,75,56,77,71,1
Mikhail Lysov,74,77,72,66,72,74,66,66,58,43,57,35,58,40,51,52,62,57,67,45,65,69,43,64,60,55,64,68,66,64,68,74,63,55,0,0,0,0,0,0,2
David Stec,72,73,72,63,64,71,55,63,50,48,57,47,58,47,23,40,54,42,70,32,55,47,67,59,54,48,60,63,65,61,59,69,59,55,0,0,0,0,0,0,3
Nam Chun Kim,42,54,33,37,63,66,57,36,55,23,23,16,37,22,24,34,50,44,24,22,67,67,30,63,65,65,52,70,65,72,77,65,77,69,0,0,0,0,0,0,3
Jonathan Ikon�,89,90,89,76,91,76,74,73,60,65,69,62,74,62,54,65,62,65,65,53,64,51,59,32,25,39,28,36,36,57,34,62,53,65,0,0,0,0,0,0,0
Ali Al Mazaidi,0,39,37,0,42,45,54,16,33,0,12,18,17,12,17,12,0,59,17,15,12,14,17,0,22,13,19,16,14,0,26,39,33,38,61,62,68,39,66,64,1
Serge Aurier,79,80,79,78,73,76,82,80,75,63,73,60,72,58,50,65,75,71,84,30,79,72,69,79,80,75,74,82,83,80,95,81,74,87,0,0,0,0,0,0,2
Daniel Ginczek,69,64,73,68,54,53,72,73,71,75,78,76,83,65,78,76,51,58,31,58,63,37,49,38,29,78,30,45,19,80,64,62,90,80,0,0,0,0,0,0,0
Marco Fabi�n,68,69,67,80,88,86,74,79,76,77,74,74,81,80,77,75,76,75,74,78,78,75,78,34,34,61,20,39,34,66,71,71,64,64,0,0,0,0,0,0,0
Driss Khalid,68,69,68,69,63,70,58,71,53,66,63,66,73,62,67,62,56,59,42,60,67,45,58,19,15,52,16,16,13,53,57,54,62,30,0,0,0,0,0,0,0
Josh Sims,81,85,77,72,83,80,63,68,61,60,61,62,64,53,54,67,60,58,60,45,65,58,58,31,20,42,33,31,36,48,34,55,51,37,0,0,0,0,0,0,0
V�ctor Laguardia Cisneros,59,54,63,48,50,59,67,58,70,41,44,49,40,30,29,32,55,46,43,35,70,57,38,75,76,73,70,79,76,81,78,76,80,89,0,0,0,0,0,0,3
Davie Selke,74,71,76,69,65,60,77,74,63,76,81,80,79,63,76,72,52,58,40,29,61,45,65,44,29,78,58,39,17,77,70,74,77,82,0,0,0,0,0,0,0
Nicholas Marfelt,72,69,74,54,66,58,56,48,57,35,54,23,54,41,30,33,50,45,43,38,57,52,63,51,52,57,43,55,52,61,53,62,66,51,0,0,0,0,0,0,3
Steven N'Zonzi,51,44,56,71,36,31,82,82,86,68,71,64,80,66,55,57,73,78,59,42,80,78,74,82,85,79,82,80,76,90,75,86,93,87,0,0,0,0,0,0,2
Kouadio-Yves Dabila,56,59,54,42,48,62,51,44,56,30,25,25,43,27,31,40,41,31,32,31,52,44,36,67,64,63,69,67,69,64,69,63,65,60,0,0,0,0,0,0,3
Adri�n Embarba Blazquez,78,76,79,75,80,78,76,72,61,69,75,72,69,68,53,55,75,79,71,65,78,76,62,47,49,45,41,52,49,64,61,77,61,56,0,0,0,0,0,0,2
Omer Dzonlagic,59,51,66,54,68,63,44,49,42,50,41,52,61,37,43,50,46,43,53,40,47,41,42,26,18,40,25,27,27,44,34,32,58,27,0,0,0,0,0,0,0
Artur Krysiak,0,59,61,0,66,51,57,23,45,0,11,12,25,18,12,16,0,18,12,16,34,25,20,0,21,19,20,19,11,0,52,28,71,38,64,63,57,59,55,52,1
Gianluca Di Chiara,72,71,73,64,62,60,61,64,68,33,46,23,54,33,29,34,56,39,65,30,65,60,47,64,62,58,61,68,69,71,70,77,72,62,0,0,0,0,0,0,3
Fabian Torres,59,60,58,42,48,62,48,39,50,27,29,21,45,19,29,36,47,32,41,29,63,51,32,62,48,69,63,69,54,71,66,72,71,71,0,0,0,0,0,0,3
Ian McShane,72,73,72,63,71,75,59,64,60,61,54,56,69,68,56,65,61,62,56,65,64,60,62,53,53,54,53,55,45,64,60,71,65,53,0,0,0,0,0,0,2
Pedro Gallese,0,45,49,0,34,57,76,22,53,0,18,20,24,12,20,22,0,59,21,17,31,24,12,0,25,18,23,19,19,0,58,30,49,22,74,71,69,45,68,71,1
V�ctor Ru�z Torre,57,55,59,61,56,58,80,71,72,42,39,37,59,38,39,46,64,56,54,46,75,70,67,82,83,77,81,84,85,82,78,74,87,82,0,0,0,0,0,0,2
Fabian Johnson,82,78,86,76,73,72,74,76,70,67,74,70,69,58,66,53,73,72,76,57,76,69,72,67,65,60,62,75,73,67,69,76,60,71,0,0,0,0,0,0,2
Alexis S�nchez,83,87,79,90,92,87,87,87,86,84,85,84,85,84,84,77,80,84,82,78,77,75,80,46,51,74,38,44,35,78,88,84,72,80,0,0,0,0,0,0,2
Jordan Pickford,0,53,44,0,55,55,82,38,69,0,18,19,31,13,20,41,0,68,17,16,53,54,18,0,24,15,11,20,12,0,72,45,69,25,83,86,77,53,88,80,1
Adrian Gryszkiewicz,67,68,66,56,62,66,58,57,55,33,50,28,35,38,30,37,50,44,55,30,55,48,41,60,59,53,62,62,61,72,63,76,74,64,0,0,0,0,0,0,3
I�igo Mart�nez Berridi,73,71,74,61,67,64,75,68,69,56,48,42,81,74,37,39,63,46,51,51,71,81,72,78,81,73,75,80,83,78,90,71,78,84,0,0,0,0,0,0,2
Matthew Palmer,70,72,69,66,68,67,64,66,62,60,64,59,62,63,55,55,68,69,69,60,70,67,57,61,66,50,62,62,58,67,69,75,66,60,0,0,0,0,0,0,2
Joel Coleman,0,40,49,0,48,65,55,19,48,0,11,17,22,16,18,25,0,11,11,11,29,17,20,0,16,11,16,12,13,0,58,40,60,16,63,65,61,40,62,62,1
Kenny Lala,79,78,80,75,67,70,75,75,66,52,75,43,67,51,36,78,69,58,76,67,73,68,61,73,73,63,73,76,73,75,70,77,72,79,0,0,0,0,0,0,2
Noam Baumann,0,15,16,0,36,28,47,17,49,0,4,9,22,6,5,11,0,35,13,12,17,19,10,0,10,13,30,11,11,0,36,19,56,18,59,62,55,15,58,53,1
Eljif Elmas,65,66,65,72,74,67,61,71,68,63,59,59,67,70,56,58,63,69,50,54,70,64,57,53,40,58,51,61,59,60,50,66,62,49,0,0,0,0,0,0,2
Walter Sandoval,81,82,80,72,83,84,69,67,65,61,66,60,65,62,55,59,68,68,70,60,71,62,70,54,55,50,56,53,57,58,62,71,57,42,0,0,0,0,0,0,2
John Kavanagh,62,62,62,48,61,68,50,48,53,44,44,42,50,40,46,52,51,51,56,37,51,48,45,53,50,51,48,59,58,58,43,66,58,51,0,0,0,0,0,0,3
Scott Moloney,0,28,27,0,33,42,45,11,43,0,7,8,22,7,7,14,0,25,13,10,27,28,14,0,6,11,19,13,14,0,62,24,35,28,55,54,51,28,53,55,1
Ike Opara,83,77,88,57,75,66,64,59,60,38,50,30,58,29,44,47,51,48,24,45,68,60,40,73,75,76,70,73,70,82,90,75,85,82,0,0,0,0,0,0,3
Gianluca Pegolo,0,44,42,0,50,47,70,20,52,0,12,18,23,12,16,13,0,33,13,18,35,21,11,0,20,15,8,12,11,0,70,33,54,33,71,72,68,44,60,71,1
Lukasz Burliga,74,70,78,61,72,63,62,62,61,55,63,60,52,50,43,53,59,55,62,44,62,57,59,65,74,48,63,68,65,82,71,78,82,91,0,0,0,0,0,0,2
Alexander Brunst,0,40,42,0,26,31,61,23,26,0,9,14,27,13,13,26,0,12,13,15,23,21,16,0,13,21,12,16,13,0,57,45,65,27,66,64,63,40,60,59,1
Xu Yang,52,45,58,58,55,60,61,61,59,60,64,64,67,47,57,48,49,44,37,40,62,48,43,28,11,73,21,34,24,67,32,58,80,55,0,0,0,0,0,0,0
Alejandro Rodr�guez de Miguel,78,77,78,70,80,75,66,70,69,69,68,72,69,65,67,65,50,42,42,42,59,49,54,35,33,73,32,30,24,65,84,73,68,45,0,0,0,0,0,0,0
